0.0000000000 -0.100
0.0006637866 -0.102
0.0011625509 -0.112
0.0016892163 -0.110
0.0024145287 -0.117
0.0031796662 -0.123
0.0035949652 -0.128
0.0047535814 -0.141
0.0053119636 -0.145
0.0057432402 -0.150
0.0067308720 -0.164
0.0080683421 -0.176
0.0084538322 -0.184
0.0090699246 -0.190
0.0096283066 -0.203
0.0100834306 -0.199
0.0110352915 -0.225
0.0111625162 -0.218
0.0121402514 -0.232
0.0122813077 -0.243
0.0134518473 -0.252
0.0136644453 -0.263
0.0144892006 -0.265
0.0149879647 -0.273
0.0154728976 -0.281
0.0164983272 -0.300
0.0166632307 -0.295
0.0175237568 -0.312
0.0178675143 -0.317
0.0184657212 -0.322
0.0193460405 -0.339
0.0198369350 -0.347
0.0205085915 -0.351
0.0208623647 -0.357
0.0218043290 -0.368
0.0228476442 -0.383
0.0238790353 -0.395
0.0248090763 -0.406
0.0261147104 -0.424
0.0273189940 -0.440
0.0282549965 -0.450
0.0289087676 -0.457
0.0293161969 -0.468
0.0302263254 -0.474
0.0302998938 -0.476
0.0312239729 -0.487
0.0315558067 -0.489
0.0325296070 -0.503
0.0330104858 -0.510
0.0335550367 -0.515
0.0342684257 -0.526
0.0345029628 -0.523
0.0355283925 -0.538
0.0356098306 -0.544
0.0370287390 -0.556
0.0387159284 -0.570
0.0403434997 -0.585
0.0416252867 -0.597
0.0428176466 -0.612
0.0428673682 -0.608
0.0429265090 -0.613
0.0438152944 -0.617
0.0439503886 -0.625
0.0441844490 -0.622
0.0454721975 -0.637
0.0466824430 -0.647
0.0494367947 -0.678
0.0506589635 -0.689
0.0518394000 -0.696
0.0526903872 -0.693
0.0539304416 -0.706
0.0552241523 -0.712
0.0563628561 -0.720
0.0576267576 -0.729
0.0589025828 -0.746
0.0601187900 -0.746
0.0612694173 -0.755
0.0629804538 -0.763
0.0642085845 -0.764
0.0654963334 -0.781
0.0666588843 -0.781
0.0680360601 -0.788
0.0694251595 -0.789
0.0710288836 -0.795
0.0722331672 -0.805
0.0737832353 -0.813
0.0751544492 -0.826
0.0764421980 -0.824
0.0776703287 -0.821
0.0791369316 -0.824
0.0804366038 -0.834
0.0817005056 -0.835
0.0828749800 -0.837
0.1541031072 -0.861
0.1551404605 -0.859
0.1561956991 -0.857
0.1572032432 -0.858
0.1584790684 -0.864
0.1597668172 -0.856
0.1607683995 -0.859
0.1617938291 -0.865
0.1626051108 -0.860
0.1635768844 -0.860
0.1821538527 -0.859
0.1831613970 -0.857
0.1841033614 -0.857
0.1851653964 -0.864
0.1865008395 -0.864
0.1877349320 -0.866
0.2024537812 -0.863
0.2034851727 -0.868
0.2044748315 -0.870
0.2101524920 -0.866
